#n  dic-my  dic   incre   dim   exchange  (ms)
1 1 1   1 1 1
2 1 1   1 1 1
3 1 1   1 1 1
4 1 1   1 1 1
5 1 1  1 1 1
6 1 1  1 1 1
7 1 1.519   1.523 1.569 2.028
8 1 9.778   9.884 9.108 11.312
9 5.718 68.941  66.218 79.318 104.040
10 50.226 716.752 731.222 906.505 1112.496
11 474.546 12050.354 13050.354 11361.939 14134.779
