#n  time(ms)->log
10000   245.902    70.223    4  4
25000   1445.413    443.789    7   25
50000   5505.880    1828.650    18   40
100000   23617.833    7547.013  35   95
250000   145206.395    46619.346   116   243
500000   567341.612   194387.505   298   582
